gw,entry_id,element,slot,multiplier,is_captain,is_vice,active_chip,observed_utc
1,23702,334,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,427,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,94,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,480,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,368,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,379,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,165,10,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,411,11,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,565,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,87,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,23702,305,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,109,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,10,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,8,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,387,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,366,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,236,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,15,7,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,123,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,379,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,165,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,572,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,576,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,362,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,43242,115,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,1,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,418,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,11,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,391,4,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,426,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,398,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,427,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,480,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,106,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,26,10,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,165,11,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,237,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,469,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,51749,115,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,496,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,362,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,334,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,304,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,427,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,557,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,368,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,565,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,426,10,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,165,11,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,379,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,106,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,75019,4,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,496,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,10,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,423,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,88,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,305,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,366,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,236,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,40,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,165,11,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,379,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,15,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,78714,368,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,496,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,10,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,142,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,8,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,123,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,154,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,398,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,514,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,26,9,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,379,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,483,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,115,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79172,305,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,109,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,115,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,10,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,427,5,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,398,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,368,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,557,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,165,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,379,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,496,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,418,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,237,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,79671,259,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,412,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,469,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,423,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,480,5,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,154,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,368,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,398,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,346,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,165,10,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,411,11,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,233,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,237,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,82796,473,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,496,1,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,10,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,423,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,391,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,557,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,427,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,366,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,379,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,165,10,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,411,11,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,124,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,565,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,83229,418,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,82,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,418,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,334,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,10,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,305,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,427,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,367,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,557,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,165,11,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,496,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,565,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,236,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,146633,379,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,1,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,423,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,534,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,8,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,557,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,366,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,40,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,427,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,346,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,165,11,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,496,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,391,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,565,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,147030,115,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,109,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,84,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,8,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,391,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,10,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,237,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,427,7,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,397,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,411,9,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,346,10,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,165,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,496,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,565,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,368,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,209335,334,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,496,1,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,473,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,115,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,8,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,154,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,398,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,366,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,557,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,165,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,379,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,87,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,565,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,241700,304,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,1,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,418,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,423,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,391,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,398,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,557,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,427,8,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,379,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,165,10,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,411,11,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,237,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,127,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,325638,115,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,109,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,532,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,8,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,334,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,366,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,123,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,15,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,154,8,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,379,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,165,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,496,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,565,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,87,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,404530,305,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,226,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,10,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,87,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,229,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,112,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,391,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,154,7,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,368,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,397,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,552,10,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,379,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,109,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,55,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,366,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,468137,480,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,109,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,356,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,10,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,427,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,15,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,237,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,398,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,411,9,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,379,10,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,165,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,496,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,565,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,259,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,565086,87,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,412,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,233,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,391,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,8,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,426,5,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,368,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,557,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,397,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,379,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,552,10,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,165,11,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,1,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,427,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,534,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,576881,115,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,109,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,8,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,502,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,10,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,427,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,237,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,426,7,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,154,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,165,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,379,10,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,346,11,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,1,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,368,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,418,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,679374,305,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,109,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,87,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,504,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,204,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,15,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,366,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,557,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,367,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,411,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,165,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,379,11,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,385,12,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,40,13,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,334,14,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,916625,329,15,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,1,1,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,391,2,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,10,3,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,8,4,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,358,5,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,398,6,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,542,7,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,237,8,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,368,9,1,0,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,411,10,2,1,0,bboost,2026-08-29T14:36:55.087406+00:00
1,940477,379,11,1,0,1,bboost,2026-08-29T14:36:55.087406+00:00
